单间 | 出租14号线方庄地铁口芳星园二区甲10楼3居室1楼次,芳星园二区,1999,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-i1M_QjQhXydFyIy4AjtLt4x_7k2_EqtKpvabc-WKpFVRcvEwjLLxhs_iA8VADJkM9sqdzJ_RXt1Ml3oc6s5mPfZtAUEnEhkw5aqSx4Uvrv63dFoqNyNhGQYP679eA02MMk103Ue5bYOaApDR5hWRpH8YZE29olTwSbO7buclSGuw&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40245590109086_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 朝南单间 2400元就租 临安华桥 安贞门 和平西桥,安华里社区(五区),2400,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-hu7-ogNhHFx9WIlEDJggjkx_7k2_EqtKoRLLmmEBArl1wuzAMC4_1-hBDtZ1AFs6sdf371QuxZsR9vBuo8nw5WZtAUEnEhkw5aqSx4Uvrv63dFoqNyNhGQ1qU5GT3uTgS2BjEuxkQpZKApDR5hWRpH8YZE29olTwQAYlXw9jWuhg&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40256334176396_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 干净卫生 宽敞大方 你要的暖巢在这 看房随时，只为您,双榆树西里,3000,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-j_ixIkPggpHfx5bORvs0LNx_7k2_EqtKqvHt-_LsqenxRHlROhno8fZexEDM3yPWLGHq46w0WLN2OaYFQoyojuZtAUEnEhkw5aqSx4Uvrv63dFoqNyNhGQZSA_Pjl9TLOl2UyYJwTDmaApDR5hWRpH8YZE29olTwR8sQ3oSeT4Rg&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40230538870686_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
整租 | 真实图片 自由筑业主装修 三室一厅二卫 家电全齐随时,自由筑,3400,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0ReT6sYE3RAjyZPLxmGWBWZyBP1ZKMCGY37Izx8YooGisFKp3wmvuUEeEvZYetOdm52f8RcVrvw54ukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0Xjo1nOwr9_DmMVf5cOiuQYPkgnTnuV4ut2oMzJts5psgX6DdxjY0gE-A&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=39644942187141_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 朝阳八通线双桥 双惠苑小区 超大开间式南向卧室 带大,双惠苑,3300,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-ifNT8vL06ZEPodSQuKfd5-x_7k2_EqtKrLqKVo-IeZTsCoR2TAJMpG76gIcbHwYe2Lgy5N_GZdvLD8NBoqFiNkr-QuiAazy31UFKtVJIdH3_K4Hv_B4rVWU6g5E0hq8A_erGHsW03JEUgnTnuV4ut2oMzJts5psgVrl0hAxN4DUFouVjHO1K_2&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40231131271846_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 西红门地铁 荟聚附近 超大卧室单间 无中介 随时看 ,宏盛家园,2000,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-jTIlSR6znX7jR2DZu41P6_x_7k2_EqtKpbQiA0v1C2m9gqp4twTFXJGUUBZL3i6bIMFcdNx2awCLr8pr6REzeXZtAUEnEhkw5aqSx4Uvrv63dFoqNyNhGQU4oAUxGXcbdWzlgPqEfHCaApDR5hWRpH8YZE29olTwScvslWz6_cKw&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40209945952021_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 陶然亭地铁口 健宫医院 主卧带厨房 两家合租可月付,四平园小区,2700,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-hXN4AZNraWCCzo28kh5BYDx_7k2_EqtKrSAp8f_Diea1D6-tDpLtnwGUUBZL3i6bIpKUsPpX_nl8l3oc6s5mPfZtAUEnEhkw5aqSx4Uvrv63dFoqNyNhGQgYNauLL2jo5jAFAQelbAeKApDR5hWRpH8YZE29olTwTCNwMcrU-hxw&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40264104667654_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 周庄嘉园东里 次卧室 采光好 随时看房,周庄嘉园C区,2000,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-it21ASHXBdtLWY3NpunRaqx_7k2_EqtKrLYQjRuIHl8EiXykF4pwsepM3b6VbDKBeB4zs5T2KbPLD8NBoqFiNkr-QuiAazy31UFKtVJIdH3_K4Hv_B4rVWXcNE5FedxnR6fHALjGZA2kgnTnuV4ut2oMzJts5psgXrJPj_jXJhqlouVjHO1K_2&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40222613118357_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 出租昌盛园电子基地科技园乐普医疗附近精装主卧次卧,昌盛园(四区),1200,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-g-BvWwUx2LIv7VU7m5fQHkx_7k2_EqtKo4Nf4PYw98ViD-2PAPesgyeEvZYetOdm7Sxfm31sDo2YukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcAh0KusV6b7uc1cEZld_akkZG0hahhAABpilceudLC0O8UTdkeJ5vIhI3_4cVNOv4A&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40241410175271_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
整租 | 新华联家园南区 南北通透 3室 不临街,新华联家园(南区),8500,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0ShNsHA3QEENVkd_W3xaZ2CyBP1ZKMCGY1yDC6EZghlb_TGACVMJDSPeEvZYetOdm4wm52nLdX-T4ukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0XjP8EF548y391Dxtp8auOH8EgnTnuV4ut2oMzJts5psgU1X3l9en_q-g&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40225119289368_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 东坝汇景苑四区 次卧交通便利整洁干净你的专属嘉品Ma,汇景苑四区,2000,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-hr9Zt5hz4GDKMljBPxYA0Hx_7k2_EqtKoF2dphxdA6WADcodNaFX0GpM3b6VbDKBdKlqXsfqsMjW4ugUfNwQOAZtAUEnEhkw5aqSx4Uvrv63dFoqNyNhGQC0a4C3IO3LjHa-6E1rg_s6ApDR5hWRpH8YZE29olTwQ6-IJB1LQaSw&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40263556434190_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
整租 | 梨园地铁站，新城阳光，，朝南采光好，价格便宜，随时看,新城阳光,3600,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0TdH5KOZzkZNetogCAB0EbqyBP1ZKMCGY1pqxR-02Ru2DkCT5JhoEa5eEvZYetOdm5yFRLo1hUGCYukfCbRGVaWhwAwIAsnVFVGVkJ-frjEcIsiu1SCX0Xju3b2FC3KECKi3YbiQC0uy0gnTnuV4ut2oMzJts5psgVSaDAFemr_rQ&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40241583165455_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 九棵树地铁口 精装修主卧带卫 免费WIFI双周保洁 ,蓝调沙龙,2550,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-jasHHmPjyfSxGoPdbdp9cfx_7k2_EqtKrNHgs2HJU7FsgYhSfp9oXqoQIXenspoCdsosQnhm6hZZzOMkNr3kS6ZtAUEnEhkw5aqSx4Uvrv63dFoqNyNhGQ9TDyWNc6OL8lY4QY3DgI-qApDR5hWRpH8YZE29olTwR5OEBlH-thDg&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40097605324049_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 菜户营桥 蓝调国际精装南向大次卧带阳台 集中供暖 拎,蓝调国际公馆,2300,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-ildv0U8iNEZFvnNwQo8Y7tx_7k2_EqtKqXZhDk_g_r9Bq1Kr5OdnISpM3b6VbDKBfvf8Po_9hjR3ayiPyJ8f3mZtAUEnEhkw5aqSx4Uvrv63dFoqNyNhGQbNO43lmxi1soXIFs82bC-qApDR5hWRpH8YZE29olTwQaKqWATA96Vw&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40174893521945_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 亦庄线次渠南地铁附近 次渠北里 精装大主卧 家电齐全,次渠北里(二区101-1,1800,https://jxjump.58.com/service?target=FCADV8oV3os7xtAj_6pMK7rUlr_uddw-1eGjw3VmUVEiIzgrZpk1zEffDjvZrKof8T9H1Etf3gzeNV-iL8ksMrz6gY1ly2zGRaRXGx_7k2_EqtKqN9vbpEE91UcSRt-TRRpex_iA8VADJkM8ySlc5MaBEm6edxlQZbMppr-QuiAazy31UFKtVJIdH3_K4Hv_B4rVW94UClAR9Exn5FoioM0EcaUgnTnuV4ut2oMzJts5psgUa-ckWquX2LVouVjHO1K_2&pubid=0&apptype=10&psid=129639827206381331508146814&entinfo=40264144826762_0&cookie=|||fd18345e123728027c58664c7cfc80d8&fzbref=0&key=¶ms=rankbusitime0099^desc&gjcity=bj,3
单间 | 4号线 公益西桥益嘉园益明园精装卧室电梯房支持月付 ,城南嘉园益嘉园,1650,//bj.ganji.com/hezu/40186895586177x.shtml,3
整租 | 公益西桥 景馨园新荟城  精装俩居室俩个卫生间,景馨园,6200,//bj.ganji.com/zufang/40156613559831x.shtml,3
单间 | 4号公益西桥地铁旁星河苑益嘉园卧室带阳台.包取暖可押,城南嘉园益嘉园,2400,//bj.ganji.com/hezu/40068306394773x.shtml,3
整租 | 急租 世纪家园12层  独立2居两厅 落地窗看房方便,世纪家园,2300,//bj.ganji.com/zufang/40264262875403x.shtml?ding=https://short.58.com/zd_p/5f52dc4f-0cc8-4545-8ff7-deadbaa98486/?target=dc-16-xgk_hvimob_54395393601548q-feykn&end=end,3
整租 | 五道口 褐石园 平层大四居 南北通透 明卫,褐石园,31000,//bj.ganji.com/zufang/40220421935013x.shtml?ding=https://short.58.com/zd_p/dae622fe-a210-465f-a4c9-c7686bcbc934/?target=dc-16-xgk_hvimob_54334537281478q-feykn&end=end,3
整租 | 潮白河英国宫精装两居拎包入住1300物业取暖双包随时,潮白河孔雀城英国宫(二期,1400,//bj.ganji.com/zufang/40264238558882x.shtml?ding=https://short.58.com/zd_p/03f01c31-8699-4176-bc75-f1fa1c3ab3d4/?target=dc-16-xgk_hvimob_54395386116663q-feykn&end=end,3
单间 | 首创紫悦台 精装大单间 可短租 包物业取暖 随时看房,首创紫悦台,1150,//bj.ganji.com/hezu/40252510815398x.shtml?ding=https://short.58.com/zd_p/6c719a84-4a1c-46ae-9d2c-f56ed2039d52/?target=dc-16-xgk_ephv_54313174671826q-feykn&end=end,3
单间 | 西红门 理想城八期新出三家住主卧 全齐拎包入住 高层,理想城(八期),1850,//bj.ganji.com/hezu/40264253990660x.shtml?ding=https://short.58.com/zd_p/44387df2-6ce4-4dda-aa55-d62e4db5a632/?target=dc-16-xgk_ephv_54395318224994q-feykn&end=end,3
单间 | 长丰园三区 3室1厅2卫 次卧 北,长丰园(三区),1600,//bj.ganji.com/hezu/39788684038686x.shtml?ding=https://short.58.com/zd_p/813efba9-ee69-4c4e-869c-1bbdf1dc124a/?target=dc-16-xgk_ephv_82066965486969q-feykn&end=end,3
"整租 | 泛海,碧海园新!经典户型!朝南!舒适!利用率高!免中",泛海国际碧海园,24000,//bj.ganji.com/zufang/40263100941988x.shtml?ding=https://short.58.com/zd_p/6e7acc3e-0671-4f15-9fd9-ccc15b5c5887/?target=dc-16-xgk_hvimob_54398744257266q-feykn&end=end,3
整租 | 押一付一盒马鲜生好房抢手出租，11500元月随时住,朝阳嘉园(京棉新城三期),11500,//bj.ganji.com/zufang/40197581284904x.shtml?ding=https://short.58.com/zd_p/71f2c96a-18ce-4bed-b724-5ac242cd9b54/?target=dc-16-xgk_hvimob_54720167365245q-feykn&end=end,3
整租 | 生物医药基地站龙湖时代天街明发雅苑精装全齐两居看房随,明发雅苑,4200,//bj.ganji.com/zufang/40263875854101x.shtml?ding=https://short.58.com/zd_p/b90c40a0-9838-4a70-996f-312bc6725295/?target=dc-16-xgk_hvimob_54398601615747q-feykn&end=end,3
单间 | 安德里北街 3室1厅1卫 次卧 南,安德里北街,3100,//bj.ganji.com/hezu/39369368985994x.shtml?ding=https://short.58.com/zd_p/4b0a18dc-7ca0-4eff-a2f7-4e4dfe401898/?target=dc-16-xgk_ephv_82892896261225q-feykn&end=end,3
整租 | 阜成门，金融街两居可做单位员工宿舍，职工宿舍，看房随,阜成门外大街小区,7500,//bj.ganji.com/zufang/40224229995917x.shtml?ding=https://short.58.com/zd_p/54065710-c3f2-4bc4-b40d-bc0baf940579/?target=dc-16-xgk_hvimob_54335332221270q-feykn&end=end,3
整租 | 甘家口 立新 建设部大院 增光路 电梯一居室,甘家口小区,5800,//bj.ganji.com/zufang/40264220388135x.shtml?ding=https://short.58.com/zd_p/e52651e0-54b1-4a83-8634-6209ec4e0ea1/?target=dc-16-xgk_hvimob_54395334866781q-feykn&end=end,3
整租 | 精装修  干净整洁  价格美丽  拎包即住,富乐小区北里40号院,2000,//bj.ganji.com/zufang/40264210599446x.shtml?ding=https://short.58.com/zd_p/8eae6a99-5f28-4510-86b5-733f28ff6b97/?target=dc-16-xgk_hvimob_54395374122559q-feykn&end=end,3
整租 | 房东直租直达国贸六号线地铁口独立厨卫押一付一免费停车,六合新村(南区),1400,//bj.ganji.com/zufang/40221302453012x.shtml?ding=https://short.58.com/zd_p/4f9a6aed-2c22-4a3f-a6c8-6e9e5f9dcf32/?target=dc-16-xgk_hvimob_54337843518473q-feykn&end=end,3
单间 | 梨园地铁附近 蓝岛大厦对面 精装主卧带阳台 家电全齐,云景西里(南区),1300,//bj.ganji.com/hezu/40264191004190x.shtml?ding=https://short.58.com/zd_p/cef0d0d8-b966-45bc-a3eb-d36cb586c083/?target=dc-16-xgk_ephv_54395727445724q-feykn&end=end,3
整租 | 良乡四合巷中高层两居室出租  南北朝向家具家电齐全 ,四合巷小区,2500,//bj.ganji.com/zufang/40263904474116x.shtml?ding=https://short.58.com/zd_p/7209697d-546e-4017-86f7-197daa9f283f/?target=dc-16-xgk_hvimob_54398245505779q-feykn&end=end,3
整租 | 设施齐全，新装修南北向，离地铁近，看房随时，可以长租,京贸国际城,3600,//bj.ganji.com/zufang/40255848223494x.shtml?ding=https://short.58.com/zd_p/8dda565a-a120-4e7c-9f86-90c61d0f2e76/?target=dc-16-xgk_hvimob_54311656338525q-feykn&end=end,3
单间 | 租房13号线龙泽回龙观霍营西二旗5号线天通苑立水桥 ,天通苑北一区,1900,//bj.ganji.com/hezu/40186582013718x.shtml?ding=https://short.58.com/zd_p/7c5463ec-b854-40e3-8e72-9cf43e2858b0/?target=dc-16-xgk_ephv_54769163478076q-feykn&end=end,3
整租 | 采育 育新花园 53平 精装开间 全齐全包 看房方便,育新花园北里,1700,//bj.ganji.com/zufang/40264226894754x.shtml?ding=https://short.58.com/zd_p/451e536e-432c-46d2-8af1-cc7b22964513/?target=dc-16-xgk_hvimob_54395339625015q-feykn&end=end,3
单间 | 枣园东里 正规卧室 随时看房 拎包入住 无中介,枣园北里,1450,//bj.ganji.com/hezu/40263629244300x.shtml?ding=https://short.58.com/zd_p/deb5b60d-280a-46b9-84e8-d5275a9aa679/?target=dc-16-xgk_ephv_54398932355844q-feykn&end=end,3
单间 | 隆盛园小区 三家住 干净整洁 随时看房,隆盛园(西区),1000,//bj.ganji.com/hezu/40186086925332x.shtml?ding=https://short.58.com/zd_p/51d44b6c-bbcd-4909-b272-814fee801ca0/?target=dc-16-xgk_ephv_54769469231883q-feykn&end=end,3
单间 | 万达广场旁 郭公庄地铁口 幸福家园朝南主卧室 出租 ,郭公庄幸福家园西区,2100,//bj.ganji.com/hezu/40230976861830x.shtml?ding=https://short.58.com/zd_p/8559779f-15f6-41fb-97fd-2668efad9383/?target=dc-16-xgk_ephv_54384209697684q-feykn&end=end,3
整租 | 金融街西单 西城晶华新上精装三居室看房方便拎包入住 ,西城晶华,26000,//bj.ganji.com/zufang/40263949306783x.shtml?ding=https://short.58.com/zd_p/9a1ad000-8e69-4a30-8294-16a6dfaf5a17/?target=dc-16-xgk_hvimob_54398252849068q-feykn&end=end,3
单间 | 观音寺北里 户型朝南 正规主卧带飘窗带独卫,观音寺北里小区,2000,//bj.ganji.com/hezu/40263595648032x.shtml?ding=https://short.58.com/zd_p/d7b9c3a9-638e-4f82-b69f-4d94c42f0158/?target=dc-16-xgk_ephv_54398121956483q-feykn&end=end,3
