title,location,price,url,source,lng,lat
北大地 整租·北大地三里 2室1厅 西北        ,北大地三里,4000,https://bj.lianjia.com/zufang/BJ2355562388344020992.html,lj,116.288081,39.861731
潞苑 整租·华龙小区 2室1厅 南/北        ,华龙小区,3200,https://bj.lianjia.com/zufang/BJ2355500571542429696.html,lj,116.697746,39.936513
和平里 整租·和平街十五区1号院 1室1厅 南/北        ,和平街十五区1号院,5800,https://bj.lianjia.com/zufang/BJ2357065261523410944.html,lj,116.437704,39.972496
酒仙桥 整租·高家园一区 1室1厅 南        ,高家园一区,5200,https://bj.lianjia.com/zufang/BJ2355593572642209792.html,lj,116.48956899999999,39.983641
丽泽 整租·前泥洼小区 1室1厅 南        ,前泥洼小区,4500,https://bj.lianjia.com/zufang/BJ2355780721253564416.html,lj,116.309271,39.863134
豆各庄 整租·朝丰家园 1室1厅 南        ,朝丰家园,3800,https://bj.lianjia.com/zufang/BJ2355684609012015104.html,lj,116.57166000000001,39.856545000000004
常营 整租·金隅丽景园 1室1厅 西        ,金隅丽景园,4700,https://bj.lianjia.com/zufang/BJ2356440326325149696.html,lj,116.618724,39.931887
甘露园 整租·天天朝阳 1室0厅 东        ,天天朝阳,4800,https://bj.lianjia.com/zufang/BJ2357080484045406208.html,lj,116.516116,39.923828
田村 整租·田村路19号院 2室1厅 南/北        ,田村路19号院,4800,https://bj.lianjia.com/zufang/BJ2356239970219327488.html,lj,116.401009,39.904125
梨园 整租·云景西里南区 1室1厅 南        ,云景西里南区,3400,https://bj.lianjia.com/zufang/BJ2355831757938360320.html,lj,116.66937800000001,39.882911
豆各庄 整租·富力又一城C区 2室1厅 南        ,富力又一城C区,6000,https://bj.lianjia.com/zufang/BJ2356509054786084864.html,lj,116.56444199999999,39.853055
北京南站 整租·翠林一里 1室1厅 南        ,翠林一里,4500,https://bj.lianjia.com/zufang/BJ2356459376333824000.html,lj,116.376327,39.867093
白石桥 整租·大慧寺21号院 1室1厅 南        ,大慧寺21号院,6200,https://bj.lianjia.com/zufang/BJ2357241507049906176.html,lj,116.339371,39.96167
万达 整租·新华东街 1室0厅 南        ,新华东街,2500,https://bj.lianjia.com/zufang/BJ2355632867398393856.html,lj,116.675397,39.914522999999996
安宁庄 整租·安宁佳园 2室1厅 东南/南        ,安宁佳园,5500,https://bj.lianjia.com/zufang/BJ2355756877247692800.html,lj,116.33419099999999,40.056976
和义 整租·南苑北里三区 1室1厅 南/北        ,南苑北里三区,3750,https://bj.lianjia.com/zufang/BJ2356518927699550208.html,lj,116.401708,39.816943
亚运村 整租·安园 1室1厅 南/北        ,安园,5300,https://bj.lianjia.com/zufang/BJ2355712174355660800.html,lj,116.416937,40.007126
东坝 整租·东泽园 2室1厅 南/北        ,东泽园,5200,https://bj.lianjia.com/zufang/BJ2356404898817376256.html,lj,116.564253,39.965654
颐和园 整租·北坞嘉园西里 1室2厅 南/北        ,北坞嘉园西里,6000,https://bj.lianjia.com/zufang/BJ2356259478925746176.html,lj,116.25283,39.984179
武夷花园 整租·水仙园 1室1厅 南/北        ,水仙园,3300,https://bj.lianjia.com/zufang/BJ2355676619651424256.html,lj,116.700421,39.920289
西三旗 整租·建材城西二里 2室1厅 南/北        ,建材城西二里,5600,https://bj.lianjia.com/zufang/BJ2355542299523956736.html,lj,116.361231,40.069436
安宁庄 整租·上林溪 4房间 南        ,上林溪,5800,https://bj.lianjia.com/zufang/BJ2356974012955377664.html,lj,116.33188500000001,40.051272
玉桥 整租·柳岸方园 1室0厅 北        ,柳岸方园,3200,https://bj.lianjia.com/zufang/BJ2357155804769165312.html,lj,116.684993,39.894375
方庄 整租·10AM新坐标 1室1厅 北        ,10AM新坐标,5600,https://bj.lianjia.com/zufang/BJ2356428451076390912.html,lj,116.450923,39.873717
劲松 整租·都城心屿 1室1厅 东        ,都城心屿,5500,https://bj.lianjia.com/zufang/BJ2355655481818882048.html,lj,116.458076,39.89183
刘家窑 整租·石榴园南里小区 1室1厅 南        ,石榴园南里小区,4600,https://bj.lianjia.com/zufang/BJ2355509445598904320.html,lj,116.424527,39.850362
刘家窑 整租·石榴园南里小区 1室1厅 南        ,石榴园南里小区,4600,https://bj.lianjia.com/zufang/BJ2356314117872566272.html,lj,116.424527,39.850362
梨园 整租·当代名筑 1室0厅 东北        ,当代名筑,3600,https://bj.lianjia.com/zufang/BJ2356590145832230912.html,lj,116.671705,39.895722
梨园 整租·当代名筑 1室1厅 西        ,当代名筑,3600,https://bj.lianjia.com/zufang/BJ2355797052103344128.html,lj,116.671705,39.895722
公主坟 整租·普惠南里 1室1厅 南        ,普惠南里,5000,https://bj.lianjia.com/zufang/BJ2356463588388118528.html,lj,116.313868,39.918033
观音寺 整租·海悦公馆 1室1厅 西北        ,海悦公馆,3000,https://bj.lianjia.com/zufang/BJ2356500414796939264.html,lj,116.353908,39.726995
大峪 整租·大峪南路 2室1厅 南/北        ,大峪南路,2500,https://bj.lianjia.com/zufang/BJ2355593698513002496.html,lj,116.101879,39.940014
沙河 整租·北街家园八区 1室0厅 东        ,北街家园八区,2800,https://bj.lianjia.com/zufang/BJ2356427399672889344.html,lj,116.266093,40.171229
海淀北部新区 整租·保利西山林语 1室1厅 西        ,保利西山林语,4500,https://bj.lianjia.com/zufang/BJ2355527963811774464.html,lj,116.22173400000001,40.044810999999996
亚运村 整租·慧忠里 1室1厅 东南        ,慧忠里,6000,https://bj.lianjia.com/zufang/BJ2356572607484542976.html,lj,116.410182,40.00307
亚运村 整租·慧忠里 1室1厅 东/西        ,慧忠里,5800,https://bj.lianjia.com/zufang/BJ2356987129331974144.html,lj,116.410182,40.00307
安宁庄 整租·安宁里南区 1室1厅 东        ,安宁里南区,3200,https://bj.lianjia.com/zufang/BJ2356559557360361472.html,lj,116.33962,40.050683
花乡 整租·银地家园 2室1厅 南/北        ,银地家园,4600,https://bj.lianjia.com/zufang/BJ2355678411038392320.html,lj,116.336509,39.82177100000001
科技园区 整租·富丰园小区 2室1厅 南/北        ,富丰园小区,4600,https://bj.lianjia.com/zufang/BJ2357130155157094400.html,lj,116.28919,39.843355
广安门 整租·远见名苑 1室0厅 北        ,远见名苑,5500,https://bj.lianjia.com/zufang/BJ2355531983372681216.html,lj,116.344985,39.891739
亦庄开发区其它 整租·南海雅苑北区 2室1厅 东南        ,南海雅苑北区,4100,https://bj.lianjia.com/zufang/BJ2355825162328481792.html,lj,116.487276,39.793877
石景山其它 整租·现代生活 2室1厅 南/北        ,现代生活,3000,https://bj.lianjia.com/zufang/BJ2354067606102876160.html,lj,116.140876,39.95751
公主坟 整租·翠微南里 1室1厅 南        ,翠微南里,3500,https://bj.lianjia.com/zufang/BJ2354342112998735872.html,lj,116.303637,39.918518
黄村中 整租·兴政西里 1室1厅 南/北        ,兴政西里,2100,https://bj.lianjia.com/zufang/BJ2354346950028951552.html,lj,116.34258200000001,39.734396999999994
公主坟 整租·翠微南里 1室1厅 南        ,翠微南里,3500,https://bj.lianjia.com/zufang/BJ2354342112998735872.html,lj,116.303637,39.918518
豆各庄 整租·富力又一城B区 2室1厅 西        ,富力又一城B区,6200,https://bj.lianjia.com/zufang/BJ2354148248626929664.html,lj,116.568935,39.852754
三元桥 整租·曙光里 1室0厅 南        ,曙光里,3800,https://bj.lianjia.com/zufang/BJ2354833631681724416.html,lj,116.458553,39.971497
苏州桥 整租·稻香园 3室1厅 北        ,稻香园,3000,https://bj.lianjia.com/zufang/BJ2354314654995988480.html,lj,116.308202,39.988362
潘家园 整租·松榆西里 2室1厅 南/北        ,松榆西里,5000,https://bj.lianjia.com/zufang/BJ2354115369116893184.html,lj,116.47107700000001,39.879461
潘家园 整租·华威西里 2室1厅 南/北        ,华威西里,5800,https://bj.lianjia.com/zufang/BJ2355814799210201088.html,lj,116.460146,39.879538
青塔 整租·广安﹒康馨家园 1室1厅 南        ,广安﹒康馨家园,3600,https://bj.lianjia.com/zufang/BJ2354220200301436928.html,lj,116.236151,39.882285
大望路 整租·CBD传奇 1室0厅 北        ,CBD传奇,4800,https://bj.lianjia.com/zufang/BJ2354988274428420096.html,lj,116.492045,39.905703
黄村中 整租·富强东里 2室1厅 南/北        ,富强东里,3000,https://bj.lianjia.com/zufang/BJ2354239268269850624.html,lj,116.347461,39.74344
旧宫 整租·清逸园 1室1厅 南/西/北        ,清逸园,3000,https://bj.lianjia.com/zufang/BJ2354853833068519424.html,lj,116.453702,39.80963300000001
酒仙桥 整租·飘HOME 1室0厅 北        ,飘HOME,6300,https://bj.lianjia.com/zufang/BJ2354899309356654592.html,lj,116.494609,39.976851
苹果园 整租·金顶街九中教工楼 1室1厅 南        ,金顶街九中教工楼,3200,https://bj.lianjia.com/zufang/BJ2354850598757089280.html,lj,116.16887,39.941389
北七家 整租·冠雅苑 2室1厅 南/北        ,冠雅苑,3800,https://bj.lianjia.com/zufang/BJ2354256269680058368.html,lj,116.41454499999999,40.120929
武夷花园 整租·月亮城堡 1室0厅 南        ,月亮城堡,3500,https://bj.lianjia.com/zufang/BJ2357095915963293696.html,lj,116.64213500000001,39.890651
劲松 整租·劲松二区 1室1厅 南        ,劲松二区,5000,https://bj.lianjia.com/zufang/BJ2354263638384320512.html,lj,116.460843,39.891539
大峪 整租·惠民家园 1室1厅 南        ,惠民家园,2600,https://bj.lianjia.com/zufang/BJ2355608571296882688.html,lj,116.101652,39.947771
万达 整租·帅府园 1室1厅 南/北        ,帅府园,3600,https://bj.lianjia.com/zufang/BJ2356964882802819072.html,lj,116.653061,39.909035
西三旗 整租·育新花园 2室1厅 东        ,育新花园,5500,https://bj.lianjia.com/zufang/BJ2355829593560596480.html,lj,116.351822,40.062749
清河 整租·永泰东里 2室1厅 南/北        ,永泰东里,6000,https://bj.lianjia.com/zufang/BJ2355715546919739392.html,lj,116.365395,40.040644
朝阳其它 整租·绿丰家园 1室1厅 南        ,绿丰家园,3700,https://bj.lianjia.com/zufang/BJ2354803660459868160.html,lj,116.58431999999999,39.87912100000001
新宫 整租·南庭新苑南区 1室1厅 东        ,南庭新苑南区,4000,https://bj.lianjia.com/zufang/BJ2356555802350985216.html,lj,116.3755,39.80896
北七家 整租·海德堡花园 2室1厅 南        ,海德堡花园,3400,https://bj.lianjia.com/zufang/BJ2354298723435020288.html,lj,116.463098,40.114135
海淀北部新区 整租·环山村 2室1厅 南/北        ,环山村,3600,https://bj.lianjia.com/zufang/BJ2354181525975089152.html,lj,116.21552199999999,40.040586
豆各庄 整租·富力又一城B区 2室1厅 南/北        ,富力又一城B区,5700,https://bj.lianjia.com/zufang/BJ2357094604664209408.html,lj,116.56893500000001,39.852754
潘家园 整租·华威西里 2室1厅 南/北        ,华威西里,6000,https://bj.lianjia.com/zufang/BJ2354161885467131904.html,lj,116.460146,39.879538000000004
青塔 整租·蔚园 2室1厅 南/北        ,蔚园,4600,https://bj.lianjia.com/zufang/BJ2354059301431287808.html,lj,116.26911299999999,39.90032
东坝 整租·金隅景和园 2室1厅 南        ,金隅景和园,6000,https://bj.lianjia.com/zufang/BJ2357117058342191104.html,lj,116.55713300000001,39.958265000000004
顺义城 整租·石园北区 2室1厅 南/北        ,石园北区,3300,https://bj.lianjia.com/zufang/BJ2355057151191826432.html,lj,116.67084399999999,40.12035
旧宫 整租·桃源里 3室1厅 南/北        ,桃源里,4500,https://bj.lianjia.com/zufang/BJ2357040764254420992.html,lj,116.43156299999998,39.800828
清河 整租·永泰东里 1室1厅 东南        ,永泰东里,5000,https://bj.lianjia.com/zufang/BJ2356538592299319296.html,lj,116.36539499999999,40.040644
海淀北部新区 整租·六里屯四区 1室0厅 东        ,六里屯四区,4300,https://bj.lianjia.com/zufang/BJ2354104049177206784.html,lj,116.263345,40.072682
芍药居 整租·隆远阁 1室0厅 东        ,隆远阁,6300,https://bj.lianjia.com/zufang/BJ2355526147385081856.html,lj,116.439095,39.983437
常营 整租·保利嘉园三号院 1室1厅 南        ,保利嘉园三号院,5500,https://bj.lianjia.com/zufang/BJ2354112668447031296.html,lj,116.61216399999999,39.936605
定福庄 整租·东领鉴筑 1室0厅 北        ,东领鉴筑,4600,https://bj.lianjia.com/zufang/BJ2354270322460459008.html,lj,116.558986,39.925236
豆各庄 整租·扬州水乡 2室1厅 南        ,扬州水乡,4000,https://bj.lianjia.com/zufang/BJ2356922787601588224.html,lj,116.57713999999999,39.853882
旧宫 整租·六营门小区 2室1厅 南/北        ,六营门小区,4300,https://bj.lianjia.com/zufang/BJ2356560767216009216.html,lj,116.423639,39.804178
北工大 整租·西大望路甲27号院 2室1厅 北        ,西大望路甲27号院,5600,https://bj.lianjia.com/zufang/BJ2355553895767883776.html,lj,116.48463600000001,39.89058
首都机场 整租·燕翔东里 2室1厅 南        ,燕翔东里,4500,https://bj.lianjia.com/zufang/BJ2356573193353043968.html,lj,116.60312900000001,40.053726
田村 整租·田村路29号院 2室1厅 南/北        ,田村路29号院,5600,https://bj.lianjia.com/zufang/BJ2356300868099244032.html,lj,116.27163700000001,39.936786
大兴其它 整租·南海家园四里 1室1厅 南/北        ,南海家园四里,3000,https://bj.lianjia.com/zufang/BJ2355665736665399296.html,lj,116.490629,39.76657
通州其它 整租·首开缇香郡 1室1厅 南        ,首开缇香郡,2500,https://bj.lianjia.com/zufang/BJ2355674981071339520.html,lj,116.707204,39.725733
马驹桥 整租·合生世界花园 2房间 复式 东        ,合生世界花园,3300,https://bj.lianjia.com/zufang/BJ2354205454579531776.html,lj,116.56203799999999,39.745397
定福庄 整租·泰福苑D1区 1室1厅 南        ,泰福苑D1区,4800,https://bj.lianjia.com/zufang/BJ2354890972933914624.html,lj,116.575313,39.926401
常营 整租·北京新天地一期 2室1厅 北        ,北京新天地一期,5600,https://bj.lianjia.com/zufang/BJ2354982634582982656.html,lj,116.611333,39.91869000000001
顺义城 整租·仓上小区 1室1厅 南/北        ,仓上小区,2700,https://bj.lianjia.com/zufang/BJ2354992585157640192.html,lj,116.658634,40.119322
军博 整租·电信小区 1室1厅 南        ,电信小区,5300,https://bj.lianjia.com/zufang/BJ2354055433679290368.html,lj,116.33323100000001,39.904601
西红门 整租·鸿坤理想城八期 1室1厅 南        ,鸿坤理想城八期,3500,https://bj.lianjia.com/zufang/BJ2356976158534541312.html,lj,116.34934399999999,39.791631
老山 整租·老山东里 2室1厅 南/北        ,老山东里,4300,https://bj.lianjia.com/zufang/BJ2355597013086904320.html,lj,116.23068799999999,39.915110999999996
玉泉营 整租·新村二里 2室1厅 南/北        ,新村二里,4600,https://bj.lianjia.com/zufang/BJ2357003791179718656.html,lj,116.312841,39.847354
万寿路 整租·复兴路甲65号 1室1厅 南        ,复兴路甲65号,5000,https://bj.lianjia.com/zufang/BJ2354160741604663296.html,lj,116.29377,39.914194
常营 整租·苹果派 1室1厅 北        ,苹果派,5400,https://bj.lianjia.com/zufang/BJ2355781106608898048.html,lj,116.584769,39.935585
枣园 整租·康庄路50号院 1室1厅 南        ,康庄路50号院,3300,https://bj.lianjia.com/zufang/BJ2356291923687243776.html,lj,116.319629,39.7617
和义 整租·红星楼 2室1厅 南/北        ,红星楼,4000,https://bj.lianjia.com/zufang/BJ2356474144335872000.html,lj,116.43411699999999,39.811871000000004
定慧寺 整租·定慧西里 1室1厅 北        ,定慧西里,2400,https://bj.lianjia.com/zufang/BJ2355652228498595840.html,lj,116.289551,39.928946
鼓楼大街 整租·永安里小区 2室1厅 南/北        ,永安里小区,3500,https://bj.lianjia.com/zufang/BJ2354141226112401408.html,lj,116.238932,40.217119
海淀北部新区 整租·凯盛家园 2室1厅 南/北        ,凯盛家园,5000,https://bj.lianjia.com/zufang/BJ2354217213403611136.html,lj,116.178172,40.056034999999994
顺义城 整租·仓上小区 2室1厅 南/北        ,仓上小区,3000,https://bj.lianjia.com/zufang/BJ2355834500417855488.html,lj,116.658634,40.119322
顺义城 整租·仓上小区 2室1厅 南/北        ,仓上小区,2700,https://bj.lianjia.com/zufang/BJ2356441064883363840.html,lj,116.658634,40.119322
大兴其它 整租·新兴家园 2室1厅 南/北        ,新兴家园,2800,https://bj.lianjia.com/zufang/BJ2355051070356725760.html,lj,116.27292,39.866682
玉桥 整租·玉桥南里 3室1厅 南/北        ,玉桥南里,3600,https://bj.lianjia.com/zufang/BJ2355542986450288640.html,lj,116.688709,39.896093
百子湾 整租·大成国际 1室0厅 西        ,大成国际,5700,https://bj.lianjia.com/zufang/BJ2354337642390495232.html,lj,116.49856799999999,39.906029
顺义城 整租·石园北区 2室1厅 南/北        ,石园北区,3200,https://bj.lianjia.com/zufang/BJ2357112652620103680.html,lj,116.67084399999999,40.12035
顺义城 整租·仁和花园一区 2室1厅 南/北        ,仁和花园一区,3200,https://bj.lianjia.com/zufang/BJ2357168314096295936.html,lj,116.69141599999999,40.116194
顺义城 整租·仁和花园一区 2室1厅 南/北        ,仁和花园一区,3300,https://bj.lianjia.com/zufang/BJ2355772871084875776.html,lj,116.69141599999999,40.116194
瀛海 整租·德茂佳苑 1室1厅 南/北        ,德茂佳苑,3500,https://bj.lianjia.com/zufang/BJ2355552951521001472.html,lj,116.44536699999999,39.783174
通州其它 整租·东亚印象台湖 2室2厅 南        ,东亚印象台湖,3500,https://bj.lianjia.com/zufang/BJ2355521279350030336.html,lj,116.652561,39.84457800000001
大兴其它 整租·金色漫香郡南区 2室1厅 南/北        ,金色漫香郡南区,3500,https://bj.lianjia.com/zufang/BJ2354205341375266816.html,lj,116.407133,39.719304
顺义城 整租·建新北区 2室1厅 南        ,建新北区,3200,https://bj.lianjia.com/zufang/BJ2357256557068566528.html,lj,116.66093500000001,40.130052
国展 整租·静安西街 1室1厅 西南        ,静安西街,5800,https://bj.lianjia.com/zufang/BJ2357136169369600000.html,lj,116.450303,39.9658
亚运村小营 整租·北湖渠 1室1厅 南        ,北湖渠,4200,https://bj.lianjia.com/zufang/BJ2354860809177808896.html,lj,116.451866,40.01406400000001
亦庄 整租·通泰国际公馆 1室0厅 南        ,通泰国际公馆,4000,https://bj.lianjia.com/zufang/BJ2356310710361276416.html,lj,116.566673,39.785662
黄村火车站 整租·锦华园 1室1厅 南/北        ,锦华园,3000,https://bj.lianjia.com/zufang/BJ2354151724790317056.html,lj,116.334404,39.72154000000001
科技园区 整租·设计师广场 1室0厅 西北        ,设计师广场,3800,https://bj.lianjia.com/zufang/BJ2354088521410813952.html,lj,116.29154,39.84434
鲁谷 整租·五芳园 1室1厅 南        ,五芳园,4200,https://bj.lianjia.com/zufang/BJ2356398686617214976.html,lj,116.233636,39.904665
五棵松 整租·永定路西里 2室1厅 南/北        ,永定路西里,6200,https://bj.lianjia.com/zufang/BJ2357075038999953408.html,lj,116.26981,39.911415999999996
公主坟 整租·翠微中里 1室0厅 东南        ,翠微中里,5200,https://bj.lianjia.com/zufang/BJ2357078392010186752.html,lj,116.304819,39.92009
木樨园 整租·东木樨园 1室1厅 南        ,东木樨园,4200,https://bj.lianjia.com/zufang/BJ2355657606653018112.html,lj,116.414626,39.864421
顺义城 整租·建新南区 1室1厅 南/西        ,建新南区,2500,https://bj.lianjia.com/zufang/BJ2357188526069514240.html,lj,116.661569,40.126867
海淀北部新区 整租·友谊嘉园一期 2室1厅 南        ,友谊嘉园一期,5700,https://bj.lianjia.com/zufang/BJ2354304121672581120.html,lj,116.267305,40.09282
望京 整租·点击未来 1室0厅 西北        ,点击未来,6000,https://bj.lianjia.com/zufang/BJ2354283460019372032.html,lj,116.479974,39.99339000000001
黄村中 整租·黄村西里 2室1厅 南/北        ,黄村西里,3400,https://bj.lianjia.com/zufang/BJ2357171599696216064.html,lj,116.342634,39.740988
望京 整租·望京西园一区 1室1厅 东南        ,望京西园一区,6000,https://bj.lianjia.com/zufang/BJ2355840235407425536.html,lj,116.482448,40.010851
高碑店 整租·兴隆家园 1室0厅 北        ,兴隆家园,4800,https://bj.lianjia.com/zufang/BJ2357012577919713280.html,lj,116.53078700000002,39.916449
亦庄 整租·上海沙龙 1室0厅 东        ,上海沙龙,3500,https://bj.lianjia.com/zufang/BJ2356519273545080832.html,lj,116.50425700000001,39.795168
长椿街 整租·三庙街 1室1厅 南        ,三庙街,5000,https://bj.lianjia.com/zufang/BJ2356230399463792640.html,lj,116.37260400000001,39.902986
天宫院南 整租·一品嘉园 3室1厅 南/北        ,一品嘉园,3200,https://bj.lianjia.com/zufang/BJ2357067682962489344.html,lj,116.422472,39.676344
定福庄 整租·东领鉴筑 1室1厅 东        ,东领鉴筑,4500,https://bj.lianjia.com/zufang/BJ2354954250401873920.html,lj,116.558986,39.925236
黄村中 整租·黄村西里 2室1厅 南/北        ,黄村西里,3000,https://bj.lianjia.com/zufang/BJ2355013877634170880.html,lj,116.342634,39.740988
潘家园 整租·弘善家园 1室1厅 南        ,弘善家园,5800,https://bj.lianjia.com/zufang/BJ2354775239067975680.html,lj,116.45803500000001,39.875459
首都机场 整租·机场南路东里 2室0厅 南        ,机场南路东里,3200,https://bj.lianjia.com/zufang/BJ2355051085313884160.html,lj,116.60228300000001,40.055969
高碑店 整租·金隅泰和园 2室1厅 南        ,金隅泰和园,6400,https://bj.lianjia.com/zufang/BJ2355554763543674880.html,lj,116.537982,39.9266
良乡 整租·文化路社区 2室1厅 南/北        ,文化路社区,2500,https://bj.lianjia.com/zufang/BJ2355042926167326720.html,lj,116.149583,39.740295
大望路 整租·后现代城A区 1室0厅 北        ,后现代城A区,5000,https://bj.lianjia.com/zufang/BJ2355816657798037504.html,lj,116.49411699999999,39.905751
马驹桥 整租·珠江逸景 2室1厅 东/西        ,珠江逸景,3600,https://bj.lianjia.com/zufang/BJ2357183491982508032.html,lj,116.54956499999999,39.745664
西坝河 整租·西坝河东里 1室1厅 南        ,西坝河东里,4500,https://bj.lianjia.com/zufang/BJ2354973367041802240.html,lj,116.452569,39.97226
六里桥 整租·橙色年代 1室1厅 西        ,橙色年代,5300,https://bj.lianjia.com/zufang/BJ2357067075526336512.html,lj,116.302618,39.893798
临河里 整租·金隅七零九零 2室1厅 南        ,金隅七零九零,3500,https://bj.lianjia.com/zufang/BJ2354805064067465216.html,lj,116.708697,39.887728
杨庄 整租·八角北路11号院 2室1厅 南/北        ,八角北路11号院,3500,https://bj.lianjia.com/zufang/BJ2355792153264783360.html,lj,116.209868,39.923015
万达 整租·玉带河东街435号院 1室1厅 南        ,玉带河东街435号院,2800,https://bj.lianjia.com/zufang/BJ2354097156811390976.html,lj,116.62566399999999,39.939651
管庄 整租·尚东阁 1室0厅 南        ,尚东阁,4500,https://bj.lianjia.com/zufang/BJ2354297007889727488.html,lj,116.590024,39.920117
天宁寺 整租·天宁寺西里 1室1厅 东        ,天宁寺西里,4500,https://bj.lianjia.com/zufang/BJ2354964571787370496.html,lj,116.350123,39.8995
通州北苑 整租·长城国际 1室0厅 东        ,长城国际,3500,https://bj.lianjia.com/zufang/BJ2354224817827487744.html,lj,116.63929399999999,39.900732
李桥 整租·樱花园一区 2室1厅 南/北        ,樱花园一区,3000,https://bj.lianjia.com/zufang/BJ2355870178375909376.html,lj,116.636724,40.031171
潞苑 整租·疃里新村 3室1厅 南/北        ,疃里新村,3500,https://bj.lianjia.com/zufang/BJ2355522491444625408.html,lj,116.701875,39.952928
马驹桥 整租·新海北里 2室1厅 南/北        ,新海北里,3400,https://bj.lianjia.com/zufang/BJ2356555610092208128.html,lj,116.549582,39.765389
三元桥 整租·三源里街 1室1厅 南        ,三源里街,6000,https://bj.lianjia.com/zufang/BJ2354346729064628224.html,lj,116.459758,39.961528
北大地 整租·同盛里 1室1厅 南/北        ,同盛里,4500,https://bj.lianjia.com/zufang/BJ2355677232296632320.html,lj,116.29716699999999,39.856365000000004
和义 整租·东高地 2室1厅 南/北        ,东高地,3700,https://bj.lianjia.com/zufang/BJ2354829516137824256.html,lj,116.41568600000001,39.811433
临河里 整租·金隅自由筑 2房间 东/西        ,金隅自由筑,3500,https://bj.lianjia.com/zufang/BJ2356268112758194176.html,lj,116.708307,39.882928
回龙观 整租·东亚上北中心 1房间 北        ,东亚上北中心,4000,https://bj.lianjia.com/zufang/BJ2356979456431890432.html,lj,116.34810300000001,40.087889000000004
西关环岛 整租·御路园 2室2厅 南/北        ,御路园,3300,https://bj.lianjia.com/zufang/BJ2355783385626189824.html,lj,116.22748899999999,40.224189
天宫院南 整租·众美MIMO公馆 1房间 南        ,众美MIMO公馆,2300,https://bj.lianjia.com/zufang/BJ2356972462153146368.html,lj,116.32931299999998,39.636587
西坝河 整租·光熙门北里 1室1厅 南        ,光熙门北里,5700,https://bj.lianjia.com/zufang/BJ2354095471439921152.html,lj,116.441254,39.972879
玉泉营 整租·刘家村126号院 1室1厅 南        ,刘家村126号院,3300,https://bj.lianjia.com/zufang/BJ2356420559610585088.html,lj,116.31029099999999,39.852129
管庄 整租·京通苑 2室1厅 西南        ,京通苑,5600,https://bj.lianjia.com/zufang/BJ2354342014868799488.html,lj,116.603421,39.919776
古城 整租·古城特钢楼 2室0厅 东/西        ,古城特钢楼,4300,https://bj.lianjia.com/zufang/BJ2354140377092997120.html,lj,116.192645,39.923302
定福庄 整租·三间房南里7号院 3室0厅 南/北        ,三间房南里7号院,4500,https://bj.lianjia.com/zufang/BJ2355673857416757248.html,lj,116.57393300000001,39.915784
双桥 整租·双桥五号井 3室1厅 南/北        ,双桥五号井,4600,https://bj.lianjia.com/zufang/BJ2354251831896981504.html,lj,116.607022,39.893501
